sex,age,eyes,piercings,pierced,tattoos,tattooed,glasses,sleep,study,tv,movies,movies3m,sport,entertainment,fruit,income,rent,clothes,hair,tobacco,smokes,alcohol,buy.alcohol,sendtxt,receivetxt,txts,country,status
female,18,brown,2,Yes,0,No,No,6,20,5,1,Yes,tennis,movies,strawberry,0,0,200,40,0,No,0,No,45,50,Yes,India,NZ.Resident
male,19,brown,0,No,0,No,No,9,21,14,4,Yes,soccer,meet.friends,banana,260,174,40,20,0,No,20,Yes,30,30,Yes,Zimbabwe,NZ.Citizen
male,20,green,0,No,0,No,No,7,19,4,1,Yes,tennis,live.mod.music,peach,170,0,20,90,0,No,5,Yes,55,48,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,9,4,9,1,Yes,basketball,comp.vid.games,strawberry,160,0,10,20,0,No,5,Yes,8,8,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,7,35,2,2,Yes,soccer,meet.friends,other,60,0,10,15,0,No,0,No,20,20,Yes,SKorea,NZ.Citizen
male,20,blue,0,No,0,No,No,9,25,20,1,Yes,hockey,craft.activities,strawberry,70,0,15,20,0,No,20,Yes,4,5,Yes,England,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,40,0,1,Yes,other,other,none,900,200,50,20,0,No,5,Yes,10,5,Yes,China,NZ.Citizen
female,20,brown,0,No,0,No,Yes,7,15,5,2,Yes,badminton,other,strawberry,280,0,20,25,0,No,0,No,20,20,Yes,China,International
female,27,other,0,No,0,No,Yes,9,20,20,1,Yes,table.tennis,movies,other,200,160,10,25,0,No,0,No,0,0,No,China,NZ.Resident
male,20,brown,0,No,0,No,Yes,7,10,6,6,Yes,soccer,meet.friends,grapes,600,110,200,10,0,No,20,Yes,75,75,Yes,NZ,NZ.Citizen
female,18,other,0,No,0,No,Yes,8,35,7,2,Yes,none,meet.friends,kiwifruit,300,167,100,30,0,No,0,No,30,28,Yes,China,International
male,20,brown,0,No,0,No,No,8,4,6,1,Yes,table.tennis,comp.vid.games,none,200,100,50,15,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
female,23,brown,2,Yes,0,No,Yes,8,30,0,9,Yes,other,read.books,strawberry,250,175,100,50,0,No,5,Yes,10,10,Yes,China,International
female,20,brown,3,Yes,0,No,Yes,7,40,35,12,Yes,rugby.league,meet.friends,other,100,0,100,0,0,No,0,No,3,5,Yes,NZ,NZ.Citizen
female,37,brown,4,Yes,1,Yes,No,6,30,10,0,No,other,other,strawberry,389,115,20,30,0,No,0,No,5,5,Yes,NZ,NZ.Citizen
female,19,brown,0,No,0,No,Yes,6,25,2,1,Yes,badminton,craft.activities,melon,266,0,50,50,0,No,0,No,100,100,Yes,China,NZ.Citizen
male,21,brown,0,No,0,No,Yes,9,0,0,1,Yes,martial.arts,comp.vid.games,peach,300,100,0,12,0,No,0,No,3,3,Yes,NZ,NZ.Citizen
female,20,green,2,Yes,0,No,No,8,1,5,2,Yes,cycling,meet.friends,strawberry,230,0,50,70,0,No,5,Yes,50,50,Yes,NZ,NZ.Citizen
male,21,other,5,Yes,0,No,No,5,20,1,3,Yes,soccer,read.books,apple,315,190,20,15,0,No,0,No,6,6,Yes,Malaysia,International
female,20,hazel,0,No,0,No,Yes,8,70,5,1,Yes,table.tennis,read.books,kiwifruit,200,180,20,0,0,No,0,No,0,5,Yes,China,International
male,19,brown,0,No,0,No,No,7,8,1,0,No,hockey,surf.web,strawberry,200,0,20,0,0,No,0,No,10,10,Yes,India,NZ.Resident
female,20,brown,5,Yes,0,No,Yes,9,2,1,3,Yes,badminton,meet.friends,grapes,250,150,30,50,0,No,5,Yes,80,100,Yes,China,NZ.Citizen
male,18,brown,0,No,0,No,No,8,20,15,3,Yes,cricket,watch.sport,apple,20,0,0,10,0,No,0,No,5,5,Yes,NZ,NZ.Citizen
female,21,brown,0,No,0,No,Yes,6,30,3,0,No,other,read.books,peach,300,100,100,20,0,No,0,No,20,20,Yes,Indonesia,International
female,24,brown,1,Yes,0,No,No,7,20,25,1,Yes,none,movies,raspberry,160,0,50,20,0,No,0,No,30,20,Yes,Tonga,NZ.Resident
male,20,brown,0,No,0,No,No,8,12,3,2,Yes,other,meet.friends,strawberry,230,0,100,42,0,No,25,Yes,50,50,Yes,NZ,NZ.Citizen
male,18,blue,0,No,0,No,No,9,10,20,0,No,rugby.union,meet.friends,peach,200,0,10,20,0,No,20,Yes,5,5,Yes,NZ,NZ.Citizen
female,24,brown,2,Yes,0,No,No,5,20,2,2,Yes,soccer,meet.friends,peach,60,680,50,50,0,No,0,No,20,30,Yes,SKorea,International
female,21,brown,2,Yes,0,No,No,7,20,7,0,No,netball,surf.web,orange,6000,300,300,25,0,No,0,No,50,50,Yes,Malaysia,International
male,20,brown,0,No,0,No,No,6,25,5,2,Yes,soccer,comp.vid.games,other,230,120,20,20,0,No,4,Yes,25,25,Yes,SKorea,NZ.Resident
female,19,brown,0,No,0,No,Yes,10,3,0,5,Yes,other,comp.vid.games,orange,100,50,0,0,0,No,0,No,1,1,Yes,China,NZ.Citizen
male,19,hazel,0,No,0,No,No,8,5,18,7,Yes,soccer,watch.sport,orange,100,0,0,15,0,No,10,Yes,50,50,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,5,10,3,Yes,soccer,comp.vid.games,orange,340,180,400,20,0,No,0,No,50,50,Yes,Malaysia,NZ.Resident
female,21,brown,3,Yes,0,No,No,6,6,6,1,Yes,rugby.league,read.books,banana,160,0,40,0,0,No,0,No,100,127,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,6,10,40,3,Yes,cycling,movies,peach,125,0,300,50,0,No,100,Yes,30,20,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,7,14,0,1,Yes,badminton,surf.web,other,210,0,150,25,0,No,0,No,50,50,Yes,Malaysia,NZ.Resident
female,19,green,2,Yes,0,No,Yes,6,10,2,2,Yes,athletics,craft.activities,melon,230,0,50,80,0,No,0,No,30,35,Yes,Iraq,NZ.Citizen
female,33,brown,2,Yes,0,No,No,8,35,4,0,No,rugby.league,meet.friends,other,250,120,0,0,24,Yes,0,No,120,127,Yes,NZ,NZ.Citizen
male,22,blue,0,No,0,No,No,7,12,2,6,Yes,athletics,comp.vid.games,peach,1200,125,40,15,0,No,0,No,0,0,No,NZ,NZ.Citizen
male,46,green,0,No,0,No,Yes,8,10,14,4,Yes,rugby.union,meet.friends,banana,875,185,100,0,0,No,25,Yes,1,1,Yes,SAfrica,NZ.Citizen
male,24,other,0,No,0,No,Yes,7,12,5,1,Yes,soccer,watch.sport,apple,360,80,100,20,50,Yes,0,No,3,2,Yes,UAE,NZ.Citizen
female,27,brown,9,Yes,0,No,Yes,5,30,10,12,Yes,soccer,live.mod.music,strawberry,500,280,500,75,0,No,20,Yes,10,20,Yes,China,NZ.Citizen
male,24,brown,0,No,0,No,Yes,8,4,2,2,Yes,rugby.union,parties,other,0,160,0,20,0,No,10,Yes,10,10,Yes,Japan,International
female,20,brown,0,No,0,No,No,8,10,2,2,Yes,badminton,other,banana,126,0,100,30,0,No,0,No,50,50,Yes,SKorea,NZ.Resident
female,20,hazel,2,Yes,0,No,Yes,8,4,1,8,Yes,soccer,parties,raspberry,20,0,20,0,0,No,20,Yes,20,20,Yes,NZ,NZ.Citizen
female,20,other,6,Yes,0,No,Yes,7,40,0,2,Yes,other,meet.friends,other,250,185,20,15,0,No,0,No,7,7,Yes,China,International
male,19,brown,0,No,0,No,Yes,8,7,0,2,Yes,table.tennis,parties,banana,0,150,100,15,0,No,0,No,50,50,Yes,China,International
male,19,green,0,No,0,No,No,9,6,4,3,Yes,other,comp.vid.games,strawberry,45,0,40,26,0,No,5,Yes,5,6,Yes,NZ,NZ.Citizen
female,28,other,2,Yes,0,No,No,7,30,5,0,No,sailing,meet.friends,orange,250,250,50,50,0,No,0,No,5,5,Yes,China,International
female,21,brown,2,Yes,1,Yes,No,8,4,21,2,Yes,basketball,other,strawberry,300,150,20,30,0,No,5,Yes,60,60,Yes,Malaysia,International
male,22,other,0,No,0,No,Yes,8,40,2,0,No,other,comp.vid.games,orange,400,230,0,30,0,No,10,Yes,0,0,No,China,International
female,20,brown,2,Yes,0,No,Yes,5,13,2,1,Yes,soccer,meet.friends,other,310,140,50,0,0,No,10,Yes,10,10,Yes,NZ,NZ.Citizen
male,24,brown,1,Yes,0,No,Yes,9,15,20,3,Yes,cricket,parties,grapes,300,0,250,19,0,No,50,Yes,100,127,Yes,SriLanka,NZ.Citizen
male,23,brown,0,No,0,No,No,7,4,10,3,Yes,basketball,movies,other,0,100,0,35,0,No,0,No,10,10,Yes,HK,NZ.Citizen
female,20,green,4,Yes,1,Yes,Yes,9,10,15,2,Yes,badminton,live.mod.music,strawberry,300,130,250,50,5,Yes,5,Yes,10,10,Yes,England,NZ.Citizen
female,34,blue,2,Yes,0,No,No,8,12,16,0,No,tennis,other,other,2000,400,100,70,0,No,10,Yes,10,10,Yes,NZ,NZ.Citizen
female,35,brown,2,Yes,0,No,No,6,40,5,0,No,none,surf.web,strawberry,500,0,50,10,0,No,0,No,5,5,Yes,SKorea,NZ.Citizen
female,20,brown,5,Yes,0,No,No,9,0,15,1,Yes,basketball,movies,melon,150,0,150,10,0,No,0,No,22,10,Yes,China,NZ.Citizen
female,21,brown,3,Yes,0,No,No,8,21,21,3,Yes,badminton,meet.friends,other,250,160,200,20,0,No,0,No,10,10,Yes,China,International
female,21,brown,0,No,0,No,Yes,7,30,4,4,Yes,tennis,comp.vid.games,melon,153,0,50,25,0,No,0,No,20,20,Yes,China,NZ.Citizen
female,22,brown,0,No,0,No,Yes,7,20,1,0,No,badminton,surf.web,strawberry,300,160,100,5,0,No,0,No,20,18,Yes,China,International
female,21,brown,0,No,0,No,No,6,50,0,0,No,cycling,surf.web,none,0,193,30,0,0,No,0,No,10,10,Yes,Malaysia,International
female,23,blue,0,No,0,No,Yes,8,35,1,6,Yes,other,read.books,apple,450,198,50,40,0,No,5,Yes,1,1,Yes,Germany,International
female,21,other,2,Yes,0,No,No,6,20,10,0,No,badminton,surf.web,grapes,300,193,50,0,0,No,0,No,20,10,Yes,Malaysia,International
male,19,other,0,No,0,No,No,12,12,14,1,Yes,other,other,strawberry,275,215,10,65,0,No,20,Yes,89,100,Yes,NZ,NZ.Citizen
female,22,brown,0,No,0,No,No,8,15,3,1,Yes,rugby.union,surf.web,banana,201,100,0,0,0,No,0,No,20,25,Yes,NZ,NZ.Citizen
female,20,brown,4,Yes,0,No,Yes,9,6,10,1,Yes,soccer,meet.friends,grapes,330,260,70,30,0,No,0,No,25,20,Yes,Malaysia,NZ.Citizen
female,20,brown,0,No,0,No,Yes,9,30,20,2,Yes,none,meet.friends,apple,400,198,150,230,0,No,10,Yes,50,50,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,15,0,3,Yes,basketball,meet.friends,none,144,0,50,38,0,No,20,Yes,100,127,Yes,China,NZ.Citizen
male,19,brown,0,No,0,No,No,9,18,7,1,Yes,soccer,meet.friends,kiwifruit,0,0,0,10,0,No,0,No,2,2,Yes,India,NZ.Citizen
male,22,brown,0,No,0,No,Yes,7,10,0,2,Yes,cricket,read.books,apple,200,150,4,10,0,No,5,Yes,3,4,Yes,US,NZ.Citizen
female,21,brown,0,No,0,No,No,7,10,3,1,Yes,golf,live.mod.music,orange,350,230,100,30,0,No,0,No,100,100,Yes,SKorea,International
male,20,brown,0,No,0,No,Yes,6,2,0,10,Yes,table.tennis,surf.web,apple,300,195,15,15,0,No,0,No,20,20,Yes,Malaysia,International
female,33,blue,2,Yes,0,No,No,7,50,2,3,Yes,tennis,meet.friends,strawberry,325,100,40,60,0,No,2,Yes,2,2,Yes,NZ,NZ.Citizen
male,18,other,0,No,0,No,Yes,12,3,0,3,Yes,soccer,comp.vid.games,peach,129,0,50,25,0,No,20,Yes,100,100,Yes,SKorea,NZ.Citizen
female,20,brown,1,Yes,0,No,Yes,9,8,1,2,Yes,athletics,meet.friends,other,240,0,150,35,0,No,20,Yes,60,60,Yes,SKorea,NZ.Citizen
female,21,brown,2,Yes,0,No,No,12,30,21,0,No,netball,surf.web,kiwifruit,315,205,50,0,0,No,0,No,5,10,Yes,Malaysia,International
female,20,brown,2,Yes,0,No,Yes,7,3,6,0,No,badminton,surf.web,melon,70,0,40,30,0,No,0,No,10,10,Yes,Malaysia,NZ.Resident
female,21,other,0,No,0,No,Yes,7,12,2,0,No,badminton,movies,strawberry,300,180,10,0,0,No,0,No,15,15,Yes,Malaysia,International
male,29,brown,1,Yes,0,No,Yes,7,6,2,10,Yes,basketball,surf.web,banana,190,0,150,25,0,No,30,Yes,15,15,Yes,SKorea,NZ.Citizen
male,22,brown,0,No,0,No,Yes,10,3,2,3,Yes,basketball,comp.vid.games,strawberry,130,0,0,5,0,No,0,No,5,5,Yes,China,NZ.Citizen
male,24,brown,0,No,0,No,Yes,8,3,2,2,Yes,badminton,surf.web,melon,201,140,0,0,0,No,0,No,5,5,Yes,China,NZ.Resident
female,21,blue,14,Yes,3,Yes,Yes,7,15,20,6,Yes,soccer,other,banana,250,0,50,120,0,No,30,Yes,5,5,Yes,NZ,NZ.Citizen
male,18,brown,0,No,0,No,Yes,7,3,10,0,No,rugby.union,comp.vid.games,banana,129,0,30,0,0,No,0,No,25,20,Yes,India,NZ.Resident
male,19,brown,0,No,0,No,No,10,7,0,1,Yes,basketball,comp.vid.games,grapes,300,180,0,10,0,No,20,Yes,20,20,Yes,NZ,NZ.Citizen
male,18,brown,0,No,0,No,No,7,6,1,4,Yes,badminton,comp.vid.games,other,80,0,0,20,0,No,20,Yes,0,20,Yes,HK,NZ.Citizen
male,18,blue,0,No,0,No,No,7,20,6,3,Yes,rugby.union,watch.sport,apple,200,0,50,25,0,No,100,Yes,30,30,Yes,NZ,NZ.Citizen
female,18,blue,0,No,0,No,No,7,21,3,6,Yes,soccer,parties,apple,160,308,200,200,0,No,60,Yes,20,20,Yes,England,NZ.Resident
female,27,brown,0,No,2,Yes,Yes,7,30,3,3,Yes,other,live.mod.music,strawberry,450,250,100,20,0,No,20,Yes,20,20,Yes,China,NZ.Citizen
male,18,blue,0,No,0,No,No,8,34,4,2,Yes,cycling,comp.vid.games,peach,120,80,0,0,0,No,0,No,20,10,Yes,NZ,NZ.Citizen
female,21,other,0,No,0,No,Yes,8,10,1,0,No,badminton,meet.friends,kiwifruit,315,193,10,0,0,No,0,No,15,7,Yes,Malaysia,International
male,19,brown,0,No,0,No,Yes,7,10,4,10,Yes,soccer,surf.web,strawberry,300,195,20,20,0,No,0,No,5,5,Yes,Fiji,NZ.Resident
female,24,other,0,No,0,No,Yes,8,4,5,0,No,other,read.books,melon,5000,170,30,25,0,No,0,No,2,2,Yes,Malaysia,International
female,27,blue,0,No,0,No,No,6,35,5,2,Yes,golf,meet.friends,grapes,374,170,20,60,0,No,40,Yes,10,10,Yes,NZ,NZ.Citizen
female,20,brown,5,Yes,0,No,Yes,7,20,10,1,Yes,rugby.union,other,other,160,0,0,35,0,No,10,Yes,50,60,Yes,SriLanka,NZ.Citizen
female,20,brown,0,No,0,No,Yes,8,7,5,6,Yes,soccer,meet.friends,other,200,0,200,30,0,No,0,No,20,20,Yes,SKorea,NZ.Resident
male,22,green,0,No,0,No,Yes,6,10,5,5,Yes,soccer,watch.sport,peach,380,20,100,15,0,No,20,Yes,80,80,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,6,3,2,3,Yes,basketball,comp.vid.games,orange,0,0,0,20,0,No,0,No,50,50,Yes,Bahamas,NZ.Citizen
female,20,brown,2,Yes,1,Yes,Yes,9,10,1,4,Yes,badminton,meet.friends,other,0,100,100,30,10,Yes,0,No,30,30,Yes,China,International
male,23,other,0,No,0,No,Yes,10,20,6,0,No,other,watch.sport,melon,120,100,45,10,0,No,0,No,24,14,Yes,China,NZ.Resident
female,21,brown,2,Yes,0,No,Yes,7,12,4,4,Yes,none,movies,banana,150,0,40,10,0,No,0,No,10,10,Yes,Philippines,NZ.Citizen
female,21,brown,2,Yes,0,No,Yes,8,10,0,2,Yes,soccer,movies,peach,400,192,100,30,0,No,0,No,100,100,Yes,SKorea,NZ.Resident
female,20,brown,5,Yes,0,No,Yes,8,30,0,3,Yes,tennis,read.books,orange,300,200,40,30,0,No,0,No,30,40,Yes,SKorea,NZ.Resident
male,19,green,0,No,0,No,No,8,6,5,1,Yes,rugby.league,comp.vid.games,strawberry,0,0,0,0,0,No,0,No,10,10,Yes,NZ,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,7,15,8,3,Yes,other,meet.friends,melon,113,0,50,15,0,No,0,No,60,50,Yes,Malaysia,NZ.Resident
female,42,hazel,0,No,0,No,No,8,12,3,0,No,other,meet.friends,apricot,300,100,100,200,0,No,5,Yes,2,2,Yes,NZ,NZ.Citizen
male,28,blue,0,No,0,No,No,8,0,0,2,Yes,other,comp.vid.games,other,234,166,0,0,0,No,4,Yes,0,0,No,NZ,NZ.Citizen
female,20,green,2,Yes,0,No,No,9,5,20,10,Yes,tennis,movies,other,60,0,20,0,0,No,10,Yes,20,20,Yes,NZ,NZ.Resident
male,19,hazel,0,No,0,No,Yes,9,3,8,4,Yes,basketball,watch.sport,melon,0,0,120,18,0,No,0,No,100,100,Yes,HK,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,7,10,6,3,Yes,soccer,meet.friends,peach,130,0,100,20,0,No,0,No,15,15,Yes,Qatar,NZ.Citizen
female,32,blue,0,No,0,No,Yes,5,15,0,1,Yes,other,orchestra,strawberry,0,320,80,40,0,No,0,No,4,4,Yes,Czech.Republic,International
female,23,brown,7,Yes,2,Yes,Yes,6,5,2,1,Yes,hockey,parties,orange,750,100,200,80,0,No,50,Yes,20,20,Yes,NZ,NZ.Citizen
female,22,other,1,Yes,0,No,Yes,7,65,14,6,Yes,soccer,live.mod.music,peach,500,350,200,30,0,No,0,No,10,15,Yes,SKorea,International
male,20,blue,0,No,0,No,Yes,7,16,7,10,Yes,hockey,meet.friends,grapes,163,170,40,30,0,No,30,Yes,20,20,Yes,NZ,NZ.Citizen
male,21,brown,0,No,0,No,No,8,20,2,5,Yes,tennis,meet.friends,blueberry,400,100,50,35,0,No,40,Yes,10,10,Yes,Russia,NZ.Citizen
female,22,other,2,Yes,0,No,Yes,8,30,3,6,Yes,cycling,meet.friends,peach,375,185,20,0,0,No,0,No,6,8,Yes,Oman,International
male,19,other,10,Yes,0,No,Yes,8,39,8,1,Yes,golf,meet.friends,grapes,60,0,10,15,0,No,0,No,5,6,Yes,China,International
male,19,green,0,No,0,No,No,7,23,3,3,Yes,martial.arts,orchestra,strawberry,70,0,100,70,0,No,0,No,60,55,Yes,NZ,NZ.Citizen
male,22,brown,0,No,0,No,Yes,9,4,1,1,Yes,soccer,comp.vid.games,melon,100,0,20,0,20,Yes,20,Yes,5,5,Yes,NZ,NZ.Citizen
female,20,green,2,Yes,0,No,No,8,20,15,1,Yes,soccer,meet.friends,strawberry,250,140,100,40,0,No,10,Yes,10,10,Yes,NZ,NZ.Citizen
female,19,brown,0,No,0,No,Yes,7,10,0,4,Yes,soccer,meet.friends,banana,100,350,50,10,0,No,0,No,60,45,Yes,NZ,NZ.Resident
female,29,other,3,Yes,0,No,No,5,4,9,0,No,none,read.books,orange,700,225,100,50,0,No,10,Yes,5,5,Yes,India,NZ.Resident
male,18,brown,0,No,0,No,No,9,10,1,1,Yes,athletics,comp.vid.games,other,220,0,0,0,0,No,0,No,20,20,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,8,2,10,2,Yes,badminton,movies,strawberry,150,0,20,0,0,No,0,No,10,10,Yes,HK,NZ.Citizen
female,20,hazel,9,Yes,0,No,No,7,55,8,0,No,soccer,parties,peach,150,0,180,30,0,No,0,No,20,20,Yes,China,NZ.Citizen
male,18,brown,0,No,0,No,Yes,9,6,0,2,Yes,basketball,comp.vid.games,none,200,160,100,40,30,Yes,0,No,20,20,Yes,Taiwan,NZ.Resident
male,22,brown,1,Yes,0,No,No,6,11,0,3,Yes,other,comp.vid.games,other,160,50,50,0,0,No,0,No,15,14,Yes,NZ,NZ.Citizen
female,21,blue,2,Yes,0,No,No,8,25,10,6,Yes,soccer,theatre,melon,150,0,200,50,0,No,15,Yes,50,50,Yes,NZ,NZ.Citizen
male,20,hazel,0,No,0,No,No,9,20,5,2,Yes,cricket,meet.friends,raspberry,200,130,20,15,0,No,40,Yes,20,20,Yes,England,NZ.Citizen
male,18,brown,3,Yes,0,No,Yes,9,65,7,3,Yes,soccer,meet.friends,banana,250,100,350,15,0,No,0,No,30,30,Yes,VietNam,International
male,18,brown,2,Yes,0,No,Yes,8,45,2,1,Yes,tennis,other,kiwifruit,0,305,0,10,0,No,0,No,10,10,Yes,China,NZ.Resident
male,22,hazel,0,No,0,No,Yes,4,20,0,2,Yes,tennis,opera,orange,200,193,80,30,0,No,40,Yes,70,70,Yes,SKorea,International
female,20,brown,2,Yes,0,No,Yes,7,10,4,1,Yes,rugby.union,meet.friends,strawberry,250,190,60,20,0,No,15,Yes,20,20,Yes,NZ,NZ.Resident
female,19,brown,0,No,0,No,Yes,9,5,35,1,Yes,soccer,other,strawberry,122,0,20,25,0,No,0,No,10,10,Yes,India,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,5,0,0,No,basketball,comp.vid.games,kiwifruit,100,200,0,20,0,No,20,Yes,15,20,Yes,China,NZ.Resident
female,19,brown,0,No,0,No,Yes,6,3,0,0,No,basketball,comp.vid.games,melon,500,230,400,0,0,No,0,No,20,30,Yes,China,NZ.Resident
female,20,brown,2,Yes,0,No,Yes,8,21,7,4,Yes,basketball,movies,strawberry,130,65,100,15,0,No,0,No,10,12,Yes,Oman,NZ.Citizen
male,53,blue,0,No,0,No,Yes,6,80,35,0,No,rugby.union,watch.sport,banana,300,160,0,18,0,No,25,Yes,0,0,No,NZ,NZ.Citizen
female,19,brown,4,Yes,0,No,No,8,6,6,20,Yes,other,comp.vid.games,other,250,0,600,50,0,No,0,No,70,70,Yes,Indonesia,NZ.Citizen
male,21,other,0,No,0,No,No,8,10,0,0,No,other,other,apple,0,250,20,10,0,No,0,No,20,20,Yes,Canada,NZ.Citizen
male,42,hazel,0,No,0,No,No,7,30,8,3,Yes,soccer,movies,banana,250,180,40,25,0,No,35,Yes,5,5,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,Yes,8,42,0,2,Yes,badminton,movies,melon,0,138,40,20,0,No,0,No,20,6,Yes,China,International
male,22,brown,0,No,1,Yes,No,8,3,1,0,No,soccer,movies,orange,0,100,10,25,30,Yes,10,Yes,127,127,Yes,NKorea,NZ.Resident
female,20,brown,2,Yes,0,No,Yes,8,10,3,0,No,netball,read.books,raspberry,200,150,200,60,0,No,20,Yes,15,15,Yes,NZ,NZ.Resident
female,20,blue,0,No,0,No,No,8,10,4,4,Yes,other,meet.friends,blueberry,500,0,40,80,0,No,10,Yes,15,15,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,8,8,10,Yes,basketball,comp.vid.games,banana,160,75,15,10,0,No,0,No,30,30,Yes,Philippines,NZ.Resident
female,19,brown,2,Yes,0,No,Yes,8,8,10,5,Yes,badminton,parties,other,150,0,30,25,0,No,0,No,30,30,Yes,China,NZ.Citizen
female,19,blue,2,Yes,0,No,No,8,40,8,1,Yes,tennis,theatre,peach,50,0,50,0,0,No,0,No,2,2,Yes,NZ,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,10,4,24,2,Yes,tennis,movies,other,130,0,80,20,0,No,0,No,20,25,Yes,NZ,NZ.Citizen
female,21,other,2,Yes,0,No,Yes,5,4,2,5,Yes,softball,other,banana,50,190,70,0,0,No,0,No,15,20,Yes,Malaysia,International
male,23,brown,0,No,0,No,Yes,7,30,5,6,Yes,soccer,movies,kiwifruit,200,150,50,25,0,No,20,Yes,50,50,Yes,SKorea,NZ.Resident
female,24,brown,0,No,0,No,Yes,8,35,8,1,Yes,badminton,meet.friends,apple,360,0,10,10,0,No,0,No,1,1,Yes,China,NZ.Citizen
male,20,brown,2,Yes,0,No,Yes,8,10,5,6,Yes,soccer,comp.vid.games,apricot,160,150,100,30,0,No,50,Yes,20,20,Yes,SKorea,NZ.Citizen
male,27,brown,0,No,0,No,No,6,25,0,5,Yes,soccer,comp.vid.games,strawberry,500,160,100,0,11,Yes,40,Yes,20,25,Yes,SKorea,International
male,22,brown,2,Yes,1,Yes,Yes,10,7,7,5,Yes,soccer,comp.vid.games,strawberry,300,150,300,100,40,Yes,0,No,10,10,Yes,China,International
female,25,brown,2,Yes,0,No,No,6,14,8,5,Yes,netball,movies,grapes,200,100,20,0,0,No,0,No,100,100,Yes,Tonga,NZ.Resident
male,19,hazel,0,No,0,No,No,6,6,1,3,Yes,martial.arts,comp.vid.games,kiwifruit,180,0,150,20,30,Yes,0,No,100,100,Yes,NZ,NZ.Citizen
male,23,brown,0,No,0,No,No,6,5,10,4,Yes,soccer,comp.vid.games,other,90,0,30,10,0,No,10,Yes,10,20,Yes,HK,NZ.Citizen
female,21,brown,2,Yes,0,No,Yes,4,2,5,1,Yes,soccer,read.books,raspberry,0,0,100,60,0,No,10,Yes,80,80,Yes,NZ,NZ.Resident
male,21,brown,0,No,0,No,No,8,2,12,2,Yes,rugby.union,watch.sport,strawberry,0,0,0,12,0,No,0,No,90,80,Yes,India,NZ.Citizen
female,21,brown,2,Yes,0,No,Yes,8,25,7,6,Yes,badminton,movies,melon,200,100,50,20,0,No,0,No,20,15,Yes,VietNam,NZ.Citizen
male,26,brown,10,Yes,0,No,Yes,8,8,0,5,Yes,none,comp.vid.games,grapes,240,290,300,35,0,No,50,Yes,1,3,Yes,China,NZ.Citizen
male,22,brown,0,No,3,Yes,Yes,6,10,10,5,Yes,rugby.union,meet.friends,strawberry,25000,0,1000,180,150,Yes,200,Yes,25,25,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,7,20,1,1,Yes,basketball,meet.friends,apple,85,0,200,15,0,No,10,Yes,50,50,Yes,SAfrica,NZ.Citizen
male,22,other,0,No,0,No,No,8,5,10,2,Yes,badminton,parties,kiwifruit,200,0,150,20,30,Yes,30,Yes,10,10,Yes,UAE,NZ.Resident
female,19,brown,10,Yes,0,No,Yes,7,30,1,5,Yes,badminton,surf.web,kiwifruit,400,210,50,30,0,No,0,No,50,50,Yes,China,International
female,21,brown,4,Yes,0,No,No,8,10,16,3,Yes,soccer,movies,strawberry,190,0,200,20,0,No,0,No,50,50,Yes,India,NZ.Citizen
male,22,blue,0,No,0,No,Yes,7,6,0,3,Yes,basketball,meet.friends,other,0,0,0,15,0,No,75,Yes,10,10,Yes,US,International
male,19,blue,0,No,0,No,No,7,15,2,2,Yes,soccer,meet.friends,grapes,130,0,10,25,0,No,20,Yes,20,23,Yes,SAfrica,NZ.Citizen
male,25,green,1,Yes,0,No,Yes,10,5,10,3,Yes,rugby.league,read.books,other,250,158,0,0,0,No,0,No,2,5,Yes,NZ,NZ.Citizen
male,23,blue,0,No,0,No,Yes,6,5,35,0,No,soccer,watch.sport,grapes,600,120,30,0,0,No,200,Yes,5,5,Yes,NZ,NZ.Citizen
female,19,brown,0,No,0,No,No,8,9,12,1,Yes,badminton,surf.web,peach,126,0,30,30,0,No,0,No,40,40,Yes,NZ,NZ.Citizen
male,21,blue,0,No,0,No,No,7,8,6,0,No,rugby.union,meet.friends,apple,50,0,0,50,0,No,20,Yes,6,6,Yes,NZ,NZ.Citizen
male,19,green,0,No,0,No,No,7,5,1,5,Yes,rugby.union,comp.vid.games,apple,100,0,0,40,0,No,20,Yes,15,15,Yes,Zimbabwe,NZ.Resident
